Almanca;Kahramanmaraş;Elbistan;Elbistan Dulkadiroğlu Anadolu Lisesi;1;76;76,21891;1
Almanca;Kahramanmaraş;Göksun;Göksun Anadolu Lisesi;1;76;76,23923;1
Almanca;Kahramanmaraş;Göksun;Göksun Büyükkızılcık Çok programlı Anadolu Lisesi;1;76;76,18998;1
Almanca;Kahramanmaraş;Nurhak;Nurhak Çok Programlı Anadolu Lisesi;1;75;75,49257;1
Almanca;Kahramanmaraş;Onikişubat;19 Mayıs Anadolu Lisesi;1;78;78,40023;1
Almanca;Kahramanmaraş;Onikişubat;Abdullah Çinkay Anadolu Lisesi;1;77;76,95261;1
Almanca;Kahramanmaraş;Onikişubat;Ilıca Şehit Bekir GÜNDEŞ Çok Programlı Anadolu Lisesi;1;76;75,77720;1
Almanca;Kahramanmaraş;Onikişubat;Maarif Anadolu Lisesi;1;78;78,02187;1
Almanca;Kahramanmaraş;Onikişubat;Onikişubat Anadolu Lisesi;1;80;80,01891;1
Almanca;Kahramanmaraş;Onikişubat;Önsen Şehit Ahmet Altun Çok Programlı Anadolu Lisesi;1;76;76,47482;1
Almanca;Kahramanmaraş;Pazarcık;Kipaş Çok Programlı Anadolu Lisesi;1;80;80,18876;1
Almanca;Kahramanmaraş;Türkoğlu;Kılılı Anadolu Lisesi;1;76;76,46250;1
Almanca;Kahramanmaraş;Türkoğlu;Turgut Reis Çok Programlı Anadolu Lisesi;1;76;75,83044;1
Almanca;Kilis;Merkez;Ahmet Karakılınç Anadolu Lisesi;1;80;79,68377;1
Almanca;Kilis;Merkez;Hacı Mehmet Koçarslan Anadolu Lisesi;1;82;82,39948;1
Almanca;Kilis;Merkez;Kilis Mehmet Zelzele Fen Lisesi;1;80;80,23221;1
Almanca;Kilis;Merkez;Şehit Hasan Özüberk Anadolu Lisesi;1;79;79,18898;1
Almanca;Kilis;Merkez;TOBB 15 Temmuz Şehitleri Anadolu Lisesi;1;80;79,75472;1
Almanca;Kilis;Musabeyli;Musabeyli Çok Programlı Anadolu Lisesi;1;78;77,82478;1
Almanca;Kilis;Polateli;Polateli Çok Programlı Anadolu Lisesi;1;77;77,36835;1
Almanca;Malatya;Akçadağ;Akçadağ Fatih Fen Lisesi;1;83;82,57957;1
Almanca;Malatya;Akçadağ;Bahri Çok Programlı Anadolu Lisesi;1;77;77,04281;1
Almanca;Malatya;Akçadağ;Esenbey Çok Programlı Anadolu Lisesi;1;76;76,17063;1
Almanca;Malatya;Akçadağ;Kepez Çok Programlı Anadolu Lisesi;1;84;83,92719;1
Almanca;Malatya;Akçadağ;Kozluca Ahmet Yesevi Çok Programlı Anadolu Lisesi;1;76;76,17685;1
Almanca;Malatya;Akçadağ;Ören Çok Programlı Anadolu Lisesi;1;77;77,41760;1
Almanca;Malatya;Arguvan;Arguvan Şehit Tuncay Göksu Çok Programlı Anadolu Lisesi;1;78;77,52977;1
Almanca;Malatya;Battalgazi;20 Mayıs Vakfı Turgut Özal Anadolu Lisesi;1;79;79,37876;1
Almanca;Malatya;Battalgazi;Atatürk Kız Anadolu Lisesi;1;80;79,82058;2
Almanca;Malatya;Battalgazi;Battalgazi Anadolu Lisesi;1;79;79,31028;1
Almanca;Malatya;Battalgazi;Fuat Sezgin Anadolu Lisesi;1;79;78,86703;2
Almanca;Malatya;Battalgazi;Göztepe Anadolu Lisesi;1;79;78,56404;2
Almanca;Malatya;Battalgazi;Hacı Ahmet Akıncı Anadolu Lisesi;1;79;78,90220;1
Almanca;Malatya;Battalgazi;Malatya Lisesi;1;79;78,76374;2
Almanca;Malatya;Battalgazi;Malatya Mehmet Ali Aydınlar Fen Lisesi;1;83;82,55739;1
Almanca;Malatya;Battalgazi;Şehit Ekrem Toktamış Anadolu Lisesi;1;78;77,99166;1
Almanca;Malatya;Darende;Balaban Çok Programlı Anadolu Lisesi;1;80;80,24423;1
Almanca;Malatya;Darende;Mustafa İclal Başer Anadolu Lisesi;1;83;82,82951;1
Almanca;Malatya;Kale;İzollu Çok Programlı Anadolu Lisesi;1;78;77,55075;1
Almanca;Malatya;Kuluncak;Kuluncak Çok Programlı Anadolu Lisesi;1;77;77,16261;1
Almanca;Malatya;Yeşilyurt;İbni Haldun Anadolu Lisesi;1;78;78,34661;1
Almanca;Malatya;Yeşilyurt;Kolukısa Anadolu Lisesi;1;77;77,44729;1
Almanca;Malatya;Yeşilyurt;Malatya Fethi Gemuhluoğlu Fen Lisesi;1;90;90,33588;1
Almanca;Malatya;Yeşilyurt;Orgeneral Eşref Bitlis Anadolu Lisesi;1;79;79,06094;1
Almanca;Malatya;Yeşilyurt;Şehit İbrahim Tanrıverdi Anadolu Lisesi;1;77;77,08924;2
Almanca;Malatya;Yeşilyurt;Şehit Serdar Selçuk Anadolu Lisesi;1;77;76,90552;1
Almanca;Malatya;Yeşilyurt;Şehit Zekeriya Bitmez Anadolu Lisesi;1;77;76,82479;1
Almanca;Malatya;Yeşilyurt;Şehriban Günata Anadolu Lisesi;1;85;85,26850;1
Almanca;Malatya;Yeşilyurt;Tecde Anadolu Lisesi;1;80;80,36851;1
Almanca;Malatya;Yeşilyurt;Turgut Özal Anadolu Lisesi;1;77;76,73760;1
Almanca;Malatya;Yeşilyurt;Yakınca Anadolu Lisesi;1;77;77,02177;1
Almanca;Malatya;Yeşilyurt;Yeşilyurt Anadolu Lisesi;1;80;80,29705;2
Almanca;Ordu;Akkuş;Akkuş Akpınar Çok Programlı Anadolu Lisesi;1;84;83,66726;1
Almanca;Ordu;Akkuş;Akkuş Anadolu Lisesi;1;86;85,90725;1
Almanca;Ordu;Akkuş;Salman Çok Programlı Anadolu Lisesi;1;86;85,85213;1
Almanca;Ordu;Aybastı;Aybastı Fen Lisesi;1;89;89,00577;1
